,Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Latitude,Longitude,Company Name,Regional or National,marker-color
372,16250 Old US Highway 41,,Industrial,1.0,,,C,Existing,7200.0,,$12.78 - 15.62 (Est.),Truck Terminal,"Fort Myers, FL",S Ft Myers/San Carlos,,,Lee County,Fort Myers,FL,33912-2288,Lee,,,,N,2013-07-30 00:00:00,380000.0,100.0,1977.0,,7200.0,,Single,12/07/2018,12071C0438G,12071C,0438G,Yes,100-year Floodplain,26.5069102,-81.8567719,Old Dominion Freight Line,National,black
373,85 Olive Rd,,Industrial,2.0,,,B,Existing,9990.0,,$17.61 - 21.53 (Est.),Truck Terminal,"Pensacola, FL",Ensley/N Brent,,,Ensley/N Brent,Pensacola,FL,32514-4420,Escambia,,,,N,2012-03-09 00:00:00,2200000.0,100.0,2007.0,,9990.0,2.0,Single,09/29/2006,12033C0295G,12033C,0295G,No,100-year and 500-year Floodplain,30.5073648,-87.2571941,Old Dominion Freight Line,National,black
374,8300 Pardee Dr,Old Dominion Freight Lines Terminal,Industrial,2.0,,,C,Existing,23390.0,,$13.57 - 16.58 (Est.),Truck Terminal,"East Bay, CA",Oakland,,,Oakland,Oakland,CA,94621,Alameda,,,,N,2009-01-06 00:00:00,13500000.0,100.0,2008.0,,23390.0,8.72,Single,12/21/2018,06001C0252H,06001C,0252H,Yes,100-year Floodplain,37.7355635,-122.203772,Old Dominion Freight Line,National,black
375,2818-2828 Parkway Blvd,,Industrial,2.0,,,C,Existing,11714.0,,$9.83 - 12.01 (Est.),Truck Terminal,"Salt Lake City, UT",West Valley,,,West Valley,Salt Lake City,UT,84119,Salt Lake,,,,N,,,100.0,2008.0,,11714.0,9.39,Single,09/21/2001,49035C0280E,49035C,0280E,No,100-year and 500-year Floodplain,40.7136602,-111.9602198,Old Dominion Freight Line,National,black
376,2900 Parkway Blvd,Swift Transportation,Industrial,2.0,,,C,Existing,25745.0,,$9.33 - 11.40 (Est.),Truck Terminal,"Salt Lake City, UT",West Valley,Burr & Temkin,,West Valley,Salt Lake City,UT,84119,Salt Lake,,,,N,2000-02-08 00:00:00,2000000.0,100.0,1986.0,,25745.0,2.14,Single,09/21/2001,49035C0280E,49035C,0280E,No,100-year and 500-year Floodplain,40.713537,-111.96188,Old Dominion Freight Line,National,black
377,6 Pioneer Dr,,Industrial,3.0,,,C,Existing,92622.0,,$7.55 - 9.22 (Est.),Truck Terminal,"Worcester, MA",Outlying Worcester,,,Worcester,North Oxford,MA,01537-1219,Worcester,,,,N,2023-12-11 00:00:00,19000000.0,100.0,1998.0,,92622.0,3.24,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,42.1602036,-71.8962812,Old Dominion Freight Line,National,black
378,942 Providence Rd,,Industrial,2.0,,,C,Existing,15599.0,,$9.43 - 11.52 (Est.),Truck Terminal,"Norfolk, VA",Greenbrier,,,Southside,Chesapeake,VA,23325,Chesapeake,,,,N,,,100.0,1754.0,,15599.0,2.88,Single,12/16/2014,5100340017D,510034,0017D,No,100-year and 500-year Floodplain,36.811323,-76.221718,Old Dominion Freight Line,National,black
379,7020 Quad Ave,,Industrial,2.0,,,C,Existing,16934.0,,$16.16 - 19.75 (Est.),Truck Terminal,"Baltimore, MD",Baltimore County East,Burr & Temkin,Eric McFarlin,Baltimore County East,Baltimore,MD,21237-2404,Baltimore,,,,N,2019-07-17 00:00:00,2900000.0,100.0,1970.0,,8467.0,2.36,Single,06/16/2021,2400870021F,240010,0021F,No,100-year and 500-year Floodplain,39.304651,-76.521043,Old Dominion Freight Line,National,black
380,600 Republic Cir,,Industrial,2.0,,,B,Existing,16960.0,,$7.94 - 9.70 (Est.),Truck Terminal,"Birmingham, AL",Bessemer,Burr & Temkin,Will McFarlin,West Jefferson County,Birmingham,AL,35214,Jefferson,,,,N,,,100.0,1977.0,,16960.0,2.89,Single,03/21/2019,01073C0388H,01073C,0388H,No,100-year and 500-year Floodplain,33.52618,-86.873574,Old Dominion Freight Line,National,black
381,250 Research Dr,,Industrial,2.0,,,B,Existing,24700.0,,$11.74 - 13.39 (Est.),Truck Terminal,"New Haven, CT",Milford,,,Milford,Milford,CT,06460-8524,New Haven,,,,N,2019-12-18 00:00:00,7450000.0,100.0,1992.0,,24700.0,,Single,07/08/2013,09009C0529J,09009C,0529J,No,100-year and 500-year Floodplain,41.2433341,-73.0111828,Old Dominion Freight Line,National,black
382,2305 Ringwood Ave,,Industrial,2.0,,,B,Existing,17220.0,,$14.83 - 18.13 (Est.),Truck Terminal,"San Jose, CA",San Jose-Berryessa,Transportation Terminals,,North San Jose,San Jose,CA,95131-1723,Santa Clara,,,,N,2013-06-11 00:00:00,5900000.0,100.0,1976.0,,17220.0,0.45,Single,05/18/2009,06085C0069H,06085C,0069H,Yes,100-year Floodplain,37.40279,-121.899976,Old Dominion Freight Line,National,black
383,211 River Point Dr,,Industrial,3.0,,,B,Existing,95000.0,,$7.81 - 9.54 (Est.),Truck Terminal,"Atlanta, GA",Kennesaw/Acworth,Old Dominion Freight Line,,Northwest Atlanta,Cartersville,GA,30120,Bartow,,,,N,,,100.0,2019.0,,95000.0,0.52,Single,10/05/2018,13015C0266H,13015C,0266H,No,100-year and 500-year Floodplain,34.1468688,-84.7645422,Old Dominion Freight Line,National,black
384,2382 Route 715,,Industrial,2.0,,,B,Existing,189304.0,,$3.36 - 4.11 (Est.),Truck Terminal,"East Stroudsburg, PA",Monroe County,Burr & Temkin,,Monroe County,Tannersville,PA,18372-7805,Monroe,,,,N,2018-04-03 00:00:00,15000000.0,100.0,1973.0,,189304.0,4.66,Single,05/02/2013,42089C0265E,42089C,0265E,No,100-year and 500-year Floodplain,41.0281835,-75.3234546,Old Dominion Freight Line,National,black
385,4834 Santa Elena St,,Industrial,1.0,,,C,Existing,4600.0,,$12.86 - 15.72 (Est.),Truck Terminal,"Corpus Christi, TX",West Side,Burr & Temkin,Dave Dandurand,West Side,Corpus Christi,TX,78405,Nueces,,,,N,,,100.0,1995.0,,4600.0,0.0,Single,,,,,No,,27.7790243,-97.4513655,Old Dominion Freight Line,National,black
386,4520 S Santa Fe St,,Industrial,2.0,,,C,Existing,15565.0,,$6.60 - 8.07 (Est.),Truck Terminal,"Wichita, KS",Southeast,,,Southeast,Wichita,KS,67216,Sedgwick,,,,N,,,100.0,1979.0,,15565.0,1.28,Single,12/22/2016,20173C0502G,20173C,0502G,No,500-year Floodplain,37.6129762,-97.3295379,Old Dominion Freight Line,National,black
387,720 Scotia Rd,Old Dominion,Industrial,3.0,,,C,Existing,38038.0,,$8.63 - 10.55 (Est.),Truck Terminal,"Jacksonville, FL",West Side,,,West Side,Jacksonville,FL,32254-2941,Duval,,,,N,,,100.0,1968.0,,38038.0,1.64,Single,06/03/2013,12031C0353H,12031C,0353H,No,100-year and 500-year Floodplain,30.330951,-81.737928,Old Dominion Freight Line,National,black
388,11 Seventh St,Old Dominion,Industrial,3.0,,,B,Existing,40000.0,,$6.25 - 6.62 (Est.),Truck Terminal,"Albany, NY",Outer Schenectady County,Old Dominion Freight Line,David Congdon,Outer Schenectady County,Glenville,NY,12302,Schenectady,,,,N,,,100.0,2014.0,,40000.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,42.8461931,-73.9961867,Old Dominion Freight Line,National,black
389,5103 W Sherman St,,Industrial,1.0,,,C,Existing,6000.0,,$7.18 - 8.77 (Est.),Truck Terminal,"Wausau, WI",Wausau/Stevens Point,,,Wisconsin North,Wausau,WI,54401,Marathon,,,,N,2012-12-11 00:00:00,230000.0,100.0,,,6000.0,,Single,07/22/2010,55073C0379F,55073C,0379F,No,100-year and 500-year Floodplain,44.9512097,-89.700272,Old Dominion Freight Line,National,black
390,33 Silva Ln,,Industrial,3.0,,,C,Existing,34768.0,,$9.91 - 12.12 (Est.),Truck Terminal,"Boston, MA",Groton/Townsend,,,Route 3 North,Dracut,MA,01826-2898,Middlesex,,,,N,2002-03-28 00:00:00,4100000.0,100.0,2002.0,,34768.0,6.09,Single,07/03/2012,25009C0185F,25017C,0185F,No,100-year and 500-year Floodplain,42.6956346,-71.2613145,Old Dominion Freight Line,National,black
391,1400 S Skyline Dr,,Industrial,3.0,,,C,Existing,55457.0,,$6.86 - 8.38 (Est.),Truck Terminal,"Oklahoma City, OK",Southeast,,,Oklahoma County,Oklahoma City,OK,73129-6044,Oklahoma,,,,N,,,100.0,1966.0,,55457.0,1.66,Single,12/18/2009,40109C0305H,40109C,0305H,No,100-year and 500-year Floodplain,35.451613,-97.481613,Old Dominion Freight Line,National,black
392,1996 Spirit of 76 Dr,,Industrial,1.0,,,B,Existing,169100.0,,$7.28 (Est.),Truck Terminal,"Memphis, TN",Southwest,Old Dominion Freight Line,,Southwest,Memphis,TN,38116,Shelby,,,,N,,,100.0,,2014.0,169100.0,,Single,09/28/2007,47157C0580F,47157C,0580F,No,100-year and 500-year Floodplain,34.9964071,-89.9961929,Old Dominion Freight Line,National,black
393,911 Springfield Rd,,Industrial,1.0,,,B,Existing,4100.0,,$6.56 - 7.67 (Est.),Truck Terminal,"Fayetteville , NC",North Fayetteville,,,North Fayetteville,Fayetteville,NC,28301,Cumberland,,,,N,2016-12-21 00:00:00,75000.0,100.0,1982.0,,,,,01/05/2007,3720042800J,37051C,0428J,No,100-year and 500-year Floodplain,35.0859697,-78.9077393,Old Dominion Freight Line,National,black
394,3330 Stafford Dr,,Industrial,2.0,,,C,Existing,72770.0,,$8.78 - 10.73 (Est.),Truck Terminal,"Charlotte, NC",Airport/West,,,Airport/West,Charlotte,NC,28208-3576,Mecklenburg,,,,N,,,100.0,1953.0,,72770.0,2.0,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.235748,-80.932981,Old Dominion Freight Line,National,black
395,761 E State Route 6,LaSalle/Peru Cross-dock- 1 Mile from I-80,Industrial,2.0,,,C,Existing,12900.0,,$6.23 - 7.62 (Est.),Truck Terminal,,I-39 Cor/LaSalle Cnty,Burr & Temkin,David Lane,Ottawa/Peru,Utica,IL,61373,La Salle,,,,N,2021-09-09 00:00:00,1700000.0,100.0,2009.0,,12900.0,,Single,07/18/2011,17099C0482F,17099C,0482F,No,100-year and 500-year Floodplain,41.3621469,-89.0145285,Old Dominion Freight Line,National,black
396,5950 Stickney Ave,,Industrial,2.0,,,C,Existing,16000.0,,$6.25 - 7.64 (Est.),Truck Terminal,"Toledo, OH",North Toledo,,,North Toledo,Toledo,OH,43612-3946,Lucas,,,,N,2012-07-31 00:00:00,,100.0,1971.0,,16000.0,3.06,Single,03/16/2016,39095C0082F,39095C,0082F,Yes,100-year Floodplain,41.723891,-83.526169,Old Dominion Freight Line,National,black
397,1880 Stillman Dr,,Industrial,2.0,,,B,Existing,20250.0,,$5.73 - 7.01 (Est.),Truck Terminal,"Oshkosh-Neenah, WI",Appleton/Oshkosh,,,Wisconsin North,Oshkosh,WI,54901,Winnebago,,,,N,2015-10-28 00:00:00,1200000.0,100.0,1989.0,,20250.0,,Single,03/17/2003,55139C0215E,55139C,0215E,No,100-year and 500-year Floodplain,44.0563781,-88.5669084,Old Dominion Freight Line,National,black
398,150 Strong Rd,,Industrial,2.0,,,C,Existing,58181.0,,$7.82 - 9.56 (Est.),Truck Terminal,"Hartford, CT",South Windsor,,,East,South Windsor,CT,06074,Hartford,,,,N,2011-03-04 00:00:00,1850000.0,100.0,1960.0,,58181.0,0.91,Single,09/26/2008,09003C0376F,09003C,0376F,Yes,100-year Floodplain,41.844915,-72.604776,Old Dominion Freight Line,National,black
399,1300A Suckle Hwy,,Industrial,3.0,,,C,Existing,30720.0,,$7.66 - 9.36 (Est.),Truck Terminal,"Philadelphia, PA",Camden County,,,Southern New Jersey,Pennsauken,NJ,08110-1419,Camden,,,,N,2006-05-23 00:00:00,4150000.0,100.0,,,30720.0,2.28,Single,12/21/2017,34005C0206F,34007C,0206F,No,100-year and 500-year Floodplain,39.980506,-75.042773,Old Dominion Freight Line,National,black
400,1300B Suckle Hwy,,Industrial,1.0,,,C,Existing,4292.0,,$8.45 (Est.),Truck Terminal,"Philadelphia, PA",Camden County,,,Southern New Jersey,Pennsauken,NJ,08110,Camden,,,,N,,,100.0,,,4292.0,,Single,12/21/2017,34005C0206F,34007C,0206F,No,100-year and 500-year Floodplain,39.9803911,-75.0435661,Old Dominion Freight Line,National,black
401,730 Sunnyvale Dr,,Industrial,2.0,,,C,Existing,3450.0,,$18.41 - 22.50 (Est.),Truck Terminal,"Wilmington, NC",Port,Burr & Temkin,Eric McFarlin,Port,Wilmington,NC,28412-7029,New Hanover,Blue Coast Commercial,Steve Hall,1800000.0,Y,2024-09-16 00:00:00,1350000.0,100.0,1968.0,,3450.0,4.99,Single,08/28/2018,3720312500K,37129C,3125K,No,100-year and 500-year Floodplain,34.1732994,-77.9400121,Old Dominion Freight Line,National,black
402,640 W Taft Ave,,Industrial,2.0,,,C,Existing,15000.0,,$12.48 - 15.25 (Est.),Truck Terminal,"Orange County, CA",Orange,,,North County,Orange,CA,92865-4228,Orange,,,,N,2009-09-02 00:00:00,7200000.0,100.0,1965.0,,15000.0,2.0,Single,12/03/2009,06059C0153J,06059C,0153J,No,100-year and 500-year Floodplain,33.814624,-117.859535,Old Dominion Freight Line,National,black
403,15 Transport Dr,,Industrial,2.0,,,C,Existing,12036.0,,$7.53 - 9.20 (Est.),Truck Terminal,"Rochester, NY",South Central,,,South Central,Rochester,NY,14623-3517,Monroe,,,,N,2020-08-20 00:00:00,1300000.0,100.0,1968.0,,12036.0,8.39,Single,08/28/2008,36055C0334G,36055C,0334G,Yes,100-year Floodplain,43.0824941,-77.6531933,Old Dominion Freight Line,National,black
404,3100 Transportation Rd,,Industrial,2.0,,,C,Existing,10341.0,,$6.38 - 7.80 (Est.),Truck Terminal,"Dayton, OH",Northeast Cent Dayton,,,Northeast Cent Dayton,Dayton,OH,45404-2359,Montgomery,,,,N,2024-11-19 00:00:00,1750000.0,100.0,2000.0,,9300.0,5.38,Single,01/06/2005,39113C0167E,39113C,0167E,No,100-year and 500-year Floodplain,39.798684,-84.13348,Old Dominion Freight Line,National,black
405,935 N U Ave,,Industrial,1.0,,,B,Existing,6134.0,,$7.34 - 8.01 (Est.),Truck Terminal,"Lubbock, TX",North Inner Loop,,,North Inner Loop,Lubbock,TX,79415-1935,Lubbock,,,,N,2008-08-01 00:00:00,400000.0,100.0,1990.0,,6134.0,1.63,Single,09/28/2007,48303C0305E,48303C,0305E,No,100-year and 500-year Floodplain,33.6130162,-101.8627118,Old Dominion Freight Line,National,black
406,802 Us-80 Hwy W,,Industrial,2.0,,,C,Existing,11612.0,,$10.84 - 13.25 (Est.),Truck Terminal,"Savannah, GA",N Savannah/Garden City,,,N Savannah/Garden City,Savannah,GA,31415,Chatham,,,,N,2019-01-25 00:00:00,,100.0,1972.0,,11612.0,8.61,Single,08/16/2018,13051C0134G,13051C,0134G,No,100-year and 500-year Floodplain,32.0883294,-81.1555439,Old Dominion Freight Line,National,black
407,55 Van Keuren Ave,,Industrial,2.0,,,C,Existing,30000.0,,$16.73 - 20.44 (Est.),Truck Terminal,"New York, NY",Hudson Waterfront,,,Hudson Waterfront,Jersey City,NJ,07306,Hudson,,,,N,2024-01-12 00:00:00,13485567.0,100.0,,,30000.0,,Single,01/01/1900,,,,Yes,100-year Floodplain,40.7435944,-74.0714378,Old Dominion Freight Line,National,black
408,1225 W Washington Blvd,,Industrial,2.0,,,C,Existing,40000.0,,$11.20 - 13.69 (Est.),Truck Terminal,"Los Angeles, CA",Montebello,,,Central Los Angeles,Montebello,CA,90640-6013,Los Angeles,,,,N,,,100.0,1982.0,,40000.0,1.9,Single,09/26/2008,06037C1830F,06037C,1830F,No,100-year and 500-year Floodplain,33.9951876,-118.1225068,Old Dominion Freight Line,National,black
409,611 N Williams St,,Industrial,2.0,,,C,Existing,11200.0,,$7.46 - 9.12 (Est.),Truck Terminal,"Amarillo, TX",Amarillo,,,Texas North,Amarillo,TX,79107,Potter,,,,N,2012-05-03 00:00:00,950000.0,100.0,1971.0,,11200.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.2169912,-101.8145911,Old Dominion Freight Line,National,black
410,2180 S Willow Ave,,Industrial,3.0,,,B,Existing,79222.0,,$12.18 - 14.89 (Est.),Truck Terminal,"Inland Empire, CA",San Bernardino,,,Inland Empire East,Bloomington,CA,92316-2969,San Bernardino,,,,N,,,100.0,2000.0,,79222.0,,Single,08/28/2008,06065C0045G,06071C,0045G,No,100-year and 500-year Floodplain,34.0616169,-117.3757374,Old Dominion Freight Line,National,black
411,21300 S Wilmington Ave,Roadway Express,Industrial,2.0,,,B,Existing,36438.0,,$12.12 - 14.81 (Est.),Truck Terminal,"Los Angeles, CA",Carson,,,South Bay,Carson,CA,90810-1238,Los Angeles,,,,N,2009-10-02 00:00:00,10500000.0,100.0,1973.0,,36438.0,5.61,Single,09/26/2008,06037C1955F,06037C,1955F,No,100-year and 500-year Floodplain,33.834508,-118.237041,Old Dominion Freight Line,National,black
412,2413 Wright Ave,,Industrial,1.0,,,C,Existing,4393.0,,$8.13 - 8.50 (Est.),Truck Terminal,,,,,,Twin Falls,ID,83301,Twin Falls,,,,N,,,100.0,1995.0,,4393.0,,Single,09/26/2008,16083C1391C,16083C,1391C,No,100-year and 500-year Floodplain,42.5435163,-114.4349907,Old Dominion Freight Line,National,black
413,7368 Bagby Rd,,Industrial,1.0,,,B,Existing,5040.0,,$6.86 - 8.38 (Est.),Truck Terminal,"Waco, TX",Waco & Killeen,,,Texas Central,Waco,TX,76712,Mclennan,,,,N,2022-10-31 00:00:00,,100.0,1989.0,,5040.0,,Single,12/20/2019,48309C0535D,48309C,0535D,No,100-year and 500-year Floodplain,31.474883,-97.1788486,Old Dominion Freight Line,National,black
414,4101 N Barker Rd,Old Dominion Freight Line Inc.,Industrial,2.0,,,B,Existing,18000.0,,$7.56 - 9.25 (Est.),Truck Terminal,"Spokane, WA",Valley,,,Valley,Spokane Valley,WA,99027-6002,Spokane,,,,N,,,100.0,2010.0,,18000.0,,Single,07/06/2010,53063C0585D,53063C,0585D,No,100-year and 500-year Floodplain,47.6942623,-117.1582285,Old Dominion Freight Line,National,black
415,300 Carolina Way,,Industrial,2.0,,,B,Existing,144678.0,,$7.47 - 9.13 (Est.),Truck Terminal,"Harrisburg, PA",Harrisburg Area West,,,Harrisburg/Carlisle,Carlisle,PA,17015-8867,Cumberland,,,,N,,,100.0,,,144678.0,,Single,03/16/2009,42041C0251E,42041C,0251E,No,100-year and 500-year Floodplain,40.241145,-77.1149103,Old Dominion Freight Line,National,black
416,1131 E Clifton St,Old Dominion Freight Line,Industrial,3.0,,,B,Existing,58193.0,,$4.75 - 5.81 (Est.),Truck Terminal,,La Crosse/Onalaska,,,Wisconsin South,Tomah,WI,54660-2670,Monroe,,,,N,,,100.0,,,58193.0,,Single,01/20/2010,55081C0401D,55081C,0401D,No,100-year and 500-year Floodplain,43.9706704,-90.4866025,Old Dominion Freight Line,National,black
417,3970 Commerce St SW,,Industrial,3.0,,,B,Existing,39022.0,,$4.90 - 5.99 (Est.),Truck Terminal,"Canton, OH",Stark County,,,Stark County,Canton,OH,44706-3368,Stark,,,,N,,,100.0,2011.0,,39022.0,,Single,10/19/2018,39157C0075E,39151C,0075E,No,100-year and 500-year Floodplain,40.7485846,-81.4278398,Old Dominion Freight Line,National,black
418,146 N Gertz Rd,,Industrial,2.0,,,C,Existing,86268.0,,$13.00 (Est.),Truck Terminal,"Portland, OR",Airport Way,,,Northeast,Portland,OR,97217-7539,Multnomah,,,,N,,,100.0,2014.0,,86268.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,45.5935,-122.67027,Old Dominion Freight Line,National,black
419,3747 Gilmore Ave,,Industrial,2.0,,,C,Existing,11089.0,,$9.63 - 11.77 (Est.),Truck Terminal,"Bakersfield, CA",Northwest Bakersfield,,,Northwest Bakersfield,Bakersfield,CA,93308-6209,Kern,,,,N,,,100.0,1981.0,,10535.0,,Single,10/21/2021,06029C1818F,06029C,1818F,No,100-year and 500-year Floodplain,35.3892906,-119.0496282,Old Dominion Freight Line,National,black
420,10550 I St,Warehouse,Industrial,2.0,,,B,Existing,8700.0,,$9.83 - 12.02 (Est.),Truck Terminal,"Omaha, NE",South Central Omaha,,,South Central Omaha,Omaha,NE,68127-1012,Douglas,,,,N,2023-12-12 00:00:00,1136751.0,100.0,1978.0,,8700.0,2.28,Single,05/03/2010,31153C0055H,31055C,0055H,No,100-year and 500-year Floodplain,41.2176188,-96.0769243,Old Dominion Freight Line,National,black
421,3608 Roy Messer Hwy,,Industrial,2.0,,,B,Existing,151337.0,,$7.17 - 8.77 (Est.),Truck Terminal,"Morristown, TN",Tennessee East Area,,,Tennessee Area,White Pine,TN,37890,Jefferson,,,,N,,,100.0,,,151337.0,,Single,12/16/2008,47089C0200D,47089C,0200D,No,100-year and 500-year Floodplain,36.1098464,-83.3297266,Old Dominion Freight Line,National,black
422,2500 Westpoint Dr,,Industrial,3.0,,,B,Existing,44940.0,,$8.97 - 10.45 (Est.),Truck Terminal,"Atlanta, GA",I-20 W/Douglasville,,,I-20 W/Douglasville,Lithia Springs,GA,30122,Douglas,,,,N,,,100.0,2006.0,,44940.0,,Single,09/18/2013,13121C0326F,13097C,0326F,No,100-year and 500-year Floodplain,33.7368505,-84.6049396,Old Dominion Freight Line,National,black
423,5555 E 58th Ave,,Industrial,2.0,,,C,Existing,21646.0,21646.0,$20.00,Truck Terminal,"Denver, CO",East I-70/270,Ringsby Realty,Alex Ringsby,East I-70/Montbello,Commerce City,CO,80022-3819,Adams,,,,N,2013-10-10 00:00:00,1850000.0,0.0,1979.0,2018.0,21646.0,1.15,Multi,11/20/2013,0800460091H,08001C,0091H,No,100-year and 500-year Floodplain,39.802892,-104.923609,Estes Express Lines,National,grey
424,1512 Plantation Rd,,Industrial,2.0,,,C,Existing,18682.0,500.0,$6.68 - 7.66 (Est.),Truck Terminal,"Roanoke, VA",Northeast Roanoke,,,Northeast Roanoke,Roanoke,VA,24012,Roanoke City,,,,N,,,100.0,1945.0,,18682.0,,Single,09/28/2007,51161C0166G,51161C,0166G,No,100-year and 500-year Floodplain,37.285519,-79.9288,Estes Express Lines,National,grey
